"","serial","model","time","status","temp","rsc","rer","psc"
"122","PL1331LAGPZYHH","HGST HMS5C4040ALE640",262.25,0,29,0,0,0
"123","PL1331LAGPZZRH","HGST HMS5C4040ALE640",297.375,0,24,0,0,0
"124","PL1331LAGR16KH","HGST HMS5C4040ALE640",262.291666666667,0,33,0,0,0
"125","PL1331LAGR18RH","HGST HMS5C4040ALE640",262.291666666667,0,30,0,0,0
"126","PL1331LAGR1APH","HGST HMS5C4040ALE640",263.416666666667,0,25,0,0,0
"127","PL1331LAGR1V4H","HGST HMS5C4040ALE640",235.083333333333,0,26,0,0,0
"128","PL1331LAGR20LH","HGST HMS5C4040ALE640",262.291666666667,0,29,0,0,0
"129","PL1331LAGR21AH","HGST HMS5C4040ALE640",290.541666666667,0,28,0,0,0
"130","PL1331LAGR23ZH","HGST HMS5C4040ALE640",263.333333333333,0,32,0,0,0
"131","PL1331LAGR24XH","HGST HMS5C4040ALE640",263.25,0,33,0,0,0
"132","PL1331LAGR25JH","HGST HMS5C4040ALE640",262.291666666667,0,26,0,0,0
"133","PL1331LAGR2DJH","HGST HMS5C4040ALE640",290.5,0,29,0,0,0
"134","PL1331LAGR2KBH","HGST HMS5C4040ALE640",262.291666666667,0,30,0,0,0
"135","PL1331LAGR2KMH","HGST HMS5C4040ALE640",293.166666666667,0,30,0,0,0
"136","PL1331LAGR2L9H","HGST HMS5C4040ALE640",264.25,0,32,0,0,0
"137","PL1331LAGR2N9H","HGST HMS5C4040ALE640",262.333333333333,0,29,0,0,0
"138","PL1331LAGR2RRH","HGST HMS5C4040ALE640",293.333333333333,0,34,0,0,0
"139","PL1331LAGR2VUH","HGST HMS5C4040ALE640",286.333333333333,0,32,0,0,0
"140","PL1331LAGR3ELH","HGST HMS5C4040ALE640",263.291666666667,0,32,0,0,0
"141","PL1331LAGR3LGH","HGST HMS5C4040ALE640",263.333333333333,0,34,0,0,0
"142","PL1331LAGR3LJH","HGST HMS5C4040ALE640",263.333333333333,0,33,0,0,0
"143","PL1331LAGR3N1H","HGST HMS5C4040ALE640",262.291666666667,0,27,0,0,0
"144","PL1331LAGR3PJH","HGST HMS5C4040ALE640",262.291666666667,0,30,0,0,0
"145","PL1331LAGR3RJH","HGST HMS5C4040ALE640",262.291666666667,0,32,0,0,0
"146","PL1331LAGR3TZH","HGST HMS5C4040ALE640",298.25,0,31,0,0,0
"147","PL1331LAGR3XKH","HGST HMS5C4040ALE640",264.25,0,34,0,0,0
"148","PL1331LAGR41GH","HGST HMS5C4040ALE640",290.458333333333,0,27,0,0,0
"149","PL1331LAGR470H","HGST HMS5C4040ALE640",293.208333333333,0,32,0,1,0
"150","PL1331LAGR476H","HGST HMS5C4040ALE640",290.541666666667,0,25,0,0,0
"151","PL1331LAGR49UH","HGST HMS5C4040ALE640",262.291666666667,0,25,0,0,0
"152","PL1331LAGR4D3H","HGST HMS5C4040ALE640",263.333333333333,0,32,0,0,0
"153","PL1331LAGR4E3H","HGST HMS5C4040ALE640",262.291666666667,0,28,0,0,0
"154","PL1331LAGR4GKH","HGST HMS5C4040ALE640",262.291666666667,0,29,0,0,0
"155","PL1331LAGR4HLH","HGST HMS5C4040ALE640",263.25,0,33,0,0,0
"156","PL1331LAGR5T9H","HGST HMS5C4040ALE640",291.333333333333,0,29,0,0,0
"157","PL1331LAGR5TJH","HGST HMS5C4040ALE640",263.25,0,32,0,0,0
"158","PL1331LAGR5TTH","HGST HMS5C4040ALE640",297.291666666667,0,26,0,0,0
"159","PL1331LAGR5VAH","HGST HMS5C4040ALE640",262.333333333333,0,29,0,0,0
"160","PL1331LAGR5VSH","HGST HMS5C4040ALE640",297.291666666667,0,23,0,0,0
"161","PL1331LAGR5WPH","HGST HMS5C4040ALE640",286.333333333333,0,34,0,0,0
"162","PL1331LAGR62WH","HGST HMS5C4040ALE640",262.375,0,30,0,0,0
"163","PL1331LAGR638H","HGST HMS5C4040ALE640",263.25,0,34,0,0,0
"164","PL1331LAGR63NH","HGST HMS5C4040ALE640",293.333333333333,0,25,0,0,0
"165","PL1331LAGR66XH","HGST HMS5C4040ALE640",286.333333333333,0,31,0,0,0
"166","PL1331LAGR68TH","HGST HMS5C4040ALE640",262.291666666667,0,29,0,0,0
"167","PL1331LAGR6ABH","HGST HMS5C4040ALE640",264.25,0,32,0,0,0
"168","PL1331LAGR6AHH","HGST HMS5C4040ALE640",289.458333333333,0,31,0,0,0
"169","PL1331LAGR6AWH","HGST HMS5C4040ALE640",264.25,0,32,0,0,0
"170","PL1331LAGR6BMH","HGST HMS5C4040ALE640",262.291666666667,0,28,0,0,0
"171","PL1331LAGR6BVH","HGST HMS5C4040ALE640",263.375,0,27,0,0,0
"172","PL1331LAGR6G2H","HGST HMS5C4040ALE640",297.333333333333,0,23,0,0,0
"173","PL1331LAGR6HNH","HGST HMS5C4040ALE640",262.333333333333,0,26,0,0,0
"174","PL1331LAGR6HXH","HGST HMS5C4040ALE640",262.333333333333,0,30,0,0,0
"175","PL1331LAGR6KEH","HGST HMS5C4040ALE640",262.291666666667,0,32,0,0,0
"176","PL1331LAGR6KVH","HGST HMS5C4040ALE640",263.333333333333,0,33,0,0,0
"177","PL1331LAGR6L9H","HGST HMS5C4040ALE640",297.333333333333,0,26,0,0,0
"178","PL1331LAGR6LGH","HGST HMS5C4040ALE640",298.25,0,33,0,0,0
"179","PL1331LAGR6LHH","HGST HMS5C4040ALE640",223.25,0,27,0,0,0
"180","PL1331LAGR6LKH","HGST HMS5C4040ALE640",290.5,0,28,0,0,0
"181","PL1331LAGR6LLH","HGST HMS5C4040ALE640",298.291666666667,0,31,0,0,0
"182","PL1331LAGR6LSH","HGST HMS5C4040ALE640",297.291666666667,0,26,0,0,0
"183","PL1331LAGR6LWH","HGST HMS5C4040ALE640",290.5,0,27,0,0,0
"184","PL1331LAGR6LZH","HGST HMS5C4040ALE640",291.291666666667,0,32,0,0,0
"185","PL1331LAGR6M5H","HGST HMS5C4040ALE640",289.5,0,29,0,0,0
"186","PL1331LAGR6M9H","HGST HMS5C4040ALE640",286.333333333333,0,34,0,0,0
"187","PL1331LAGR6MGH","HGST HMS5C4040ALE640",297.291666666667,0,25,0,0,0
"188","PL1331LAGR6MMH","HGST HMS5C4040ALE640",297.375,0,28,0,0,0
"189","PL1331LAGR6MRH","HGST HMS5C4040ALE640",297.291666666667,0,27,0,0,0
"190","PL1331LAGR6MVH","HGST HMS5C4040ALE640",286.333333333333,0,29,0,0,0
"191","PL1331LAGR6MWH","HGST HMS5C4040ALE640",293.333333333333,0,28,0,0,0
"192","PL1331LAGR6MXH","HGST HMS5C4040ALE640",293.333333333333,0,27,0,0,0
"193","PL1331LAGR6MYH","HGST HMS5C4040ALE640",297.333333333333,0,23,0,0,0
"194","PL1331LAGR6MZH","HGST HMS5C4040ALE640",291.291666666667,0,33,0,0,0
"195","PL1331LAGR6N0H","HGST HMS5C4040ALE640",293.333333333333,0,34,0,0,0
"196","PL1331LAGR6N2H","HGST HMS5C4040ALE640",289.5,0,30,0,0,0
"197","PL1331LAGR6NKH","HGST HMS5C4040ALE640",293.333333333333,0,29,0,0,0
"198","PL1331LAGR6NNH","HGST HMS5C4040ALE640",293.333333333333,0,26,0,0,0
"199","PL1331LAGR6NPH","HGST HMS5C4040ALE640",293.166666666667,0,33,0,0,0
"200","PL1331LAGR6NTH","HGST HMS5C4040ALE640",297.333333333333,0,24,0,0,0
"201","PL1331LAGR6NUH","HGST HMS5C4040ALE640",291.291666666667,0,33,0,0,0
"202","PL1331LAGR6P0H","HGST HMS5C4040ALE640",297.291666666667,0,25,0,0,0
"203","PL1331LAGR6P1H","HGST HMS5C4040ALE640",291.291666666667,0,29,0,0,0
"204","PL1331LAGR6P4H","HGST HMS5C4040ALE640",289.458333333333,0,31,0,0,0
"205","PL1331LAGR6P6H","HGST HMS5C4040ALE640",286.375,0,25,0,0,0
"206","PL1331LAGR6PEH","HGST HMS5C4040ALE640",291.291666666667,0,27,0,0,0
"207","PL1331LAGR6PGH","HGST HMS5C4040ALE640",291.375,0,28,0,0,0
"208","PL1331LAGR6PHH","HGST HMS5C4040ALE640",293.333333333333,0,28,0,0,0
"209","PL1331LAGR6PJH","HGST HMS5C4040ALE640",297.375,0,27,0,0,0
"210","PL1331LAGR6PNH","HGST HMS5C4040ALE640",262.375,0,29,0,0,0
"211","PL1331LAGR6PUH","HGST HMS5C4040ALE640",291.291666666667,0,29,0,0,0
"212","PL1331LAGR6PYH","HGST HMS5C4040ALE640",298.25,0,31,0,0,0
"213","PL1331LAGR6RAH","HGST HMS5C4040ALE640",262.375,0,30,0,0,0
"214","PL1331LAGR6RUH","HGST HMS5C4040ALE640",264.25,0,32,0,0,0
"215","PL1331LAGR6T7H","HGST HMS5C4040ALE640",286.333333333333,0,31,0,0,0
"216","PL1331LAGR6WNH","HGST HMS5C4040ALE640",262.375,0,28,0,0,0
"217","PL1331LAGR6WRH","HGST HMS5C4040ALE640",230.416666666667,0,27,0,0,0
"218","PL1331LAGR6Y9H","HGST HMS5C4040ALE640",297.375,0,26,0,0,0
"219","PL1331LAGR6YEH","HGST HMS5C4040ALE640",264.25,0,34,0,0,0
"220","PL1331LAGR71WH","HGST HMS5C4040ALE640",235.083333333333,0,27,0,0,0
"221","PL1331LAGR726H","HGST HMS5C4040ALE640",264.208333333333,0,35,0,0,0
"222","PL1331LAGR74UH","HGST HMS5C4040ALE640",263.375,0,28,0,0,0
"223","PL1331LAGR77YH","HGST HMS5C4040ALE640",262.333333333333,0,28,0,0,0
"224","PL1331LAGR7E1H","HGST HMS5C4040ALE640",262.291666666667,0,30,0,0,0
"225","PL1331LAGR7H5H","HGST HMS5C4040ALE640",262.291666666667,0,27,0,0,0
"226","PL1331LAGR7LSH","HGST HMS5C4040ALE640",264.25,0,35,0,0,0
"227","PL1331LAGR7M4H","HGST HMS5C4040ALE640",264.25,0,33,0,0,0
"228","PL1331LAGR7MNH","HGST HMS5C4040ALE640",262.333333333333,0,28,0,0,0
"229","PL1331LAGR7N1H","HGST HMS5C4040ALE640",263.416666666667,0,26,0,0,0
"230","PL1331LAGR7PLH","HGST HMS5C4040ALE640",262.291666666667,0,29,0,0,0
"231","PL1331LAGR7T3H","HGST HMS5C4040ALE640",262.375,0,29,0,0,0
"232","PL1331LAGR7X8H","HGST HMS5C4040ALE640",293.208333333333,0,30,0,0,0
"233","PL1331LAGR7ZKH","HGST HMS5C4040ALE640",290.083333333333,0,31,0,0,0
"234","PL1331LAGR82EH","HGST HMS5C4040ALE640",263.375,0,27,0,0,0
"235","PL1331LAGR834H","HGST HMS5C4040ALE640",263.25,0,33,0,0,0
"236","PL1331LAGR837H","HGST HMS5C4040ALE640",262.291666666667,0,27,0,0,0
"237","PL1331LAGR866H","HGST HMS5C4040ALE640",263.25,0,33,0,0,0
"238","PL1331LAGR869H","HGST HMS5C4040ALE640",262.333333333333,0,30,0,0,0
"239","PL1331LAGR8AXH","HGST HMS5C4040ALE640",262.291666666667,0,28,0,0,0
"240","PL1331LAGR8BDH","HGST HMS5C4040ALE640",263.333333333333,0,35,0,0,0
"241","PL1331LAGR8E1H","HGST HMS5C4040ALE640",264.25,0,33,0,0,0
"242","PL1331LAGR8EAH","HGST HMS5C4040ALE640",293.291666666667,0,30,0,0,0
"243","PL1331LAGR8EBH","HGST HMS5C4040ALE640",234.25,0,26,0,0,0
"244","PL1331LAGR8JEH","HGST HMS5C4040ALE640",235.083333333333,0,27,0,0,0
"245","PL1331LAGR8L7H","HGST HMS5C4040ALE640",263.416666666667,0,27,0,0,0
"246","PL1331LAGR8NBH","HGST HMS5C4040ALE640",263.375,0,28,0,0,0
"247","PL1331LAGR8PXH","HGST HMS5C4040ALE640",262.291666666667,0,30,0,0,0
"248","PL1331LAGR8Z0H","HGST HMS5C4040ALE640",229.333333333333,0,26,0,0,0
"249","PL1331LAGR8Z4H","HGST HMS5C4040ALE640",298.25,0,29,0,0,0
"250","PL1331LAGR934H","HGST HMS5C4040ALE640",263.291666666667,0,30,0,0,0
"251","PL1331LAGR94VH","HGST HMS5C4040ALE640",263.291666666667,0,31,0,0,0
"252","PL1331LAGR95LH","HGST HMS5C4040ALE640",286.333333333333,0,33,0,0,0
"253","PL1331LAGR967H","HGST HMS5C4040ALE640",262.25,0,32,0,0,0
"254","PL1331LAGR96HH","HGST HMS5C4040ALE640",262.291666666667,0,30,0,0,0
"255","PL1331LAGR97SH","HGST HMS5C4040ALE640",297.333333333333,0,25,0,0,0
"256","PL1331LAGR99JH","HGST HMS5C4040ALE640",213.291666666667,0,31,0,0,0
"257","PL1331LAGR9DNH","HGST HMS5C4040ALE640",291.458333333333,0,34,0,0,0
"258","PL1331LAGR9HTH","HGST HMS5C4040ALE640",263.25,0,31,0,0,0
"259","PL1331LAGR9HVH","HGST HMS5C4040ALE640",262.291666666667,0,29,0,0,0
"260","PL1331LAGR9K8H","HGST HMS5C4040ALE640",262.291666666667,0,31,0,0,0
"261","PL1331LAGR9KNH","HGST HMS5C4040ALE640",262.333333333333,0,28,0,0,0
"262","PL1331LAGR9L0H","HGST HMS5C4040ALE640",286.333333333333,0,28,0,0,0
"263","PL1331LAGR9LMH","HGST HMS5C4040ALE640",230.583333333333,0,23,0,0,0
"264","PL1331LAGR9M3H","HGST HMS5C4040ALE640",286.333333333333,0,30,0,0,0
"265","PL1331LAGR9PRH","HGST HMS5C4040ALE640",263.416666666667,0,29,0,0,0
"266","PL1331LAGR9PYH","HGST HMS5C4040ALE640",264.25,0,35,0,0,0
"267","PL1331LAGR9PZH","HGST HMS5C4040ALE640",262.333333333333,0,29,0,0,0
"268","PL1331LAGR9RYH","HGST HMS5C4040ALE640",298.25,0,32,0,0,0
"269","PL1331LAGR9T4H","HGST HMS5C4040ALE640",262.375,0,30,0,0,0
"270","PL1331LAGR9UAH","HGST HMS5C4040ALE640",286.333333333333,0,30,0,0,0
"271","PL1331LAGR9WAH","HGST HMS5C4040ALE640",264.25,0,31,0,0,0
"272","PL1331LAGR9Z7H","HGST HMS5C4040ALE640",262.291666666667,0,30,0,0,0
"273","PL1331LAGR9ZBH","HGST HMS5C4040ALE640",264.208333333333,0,35,0,0,0
"274","PL1331LAGR9ZSH","HGST HMS5C4040ALE640",292.833333333333,0,31,1,0,0
"275","PL1331LAGR9ZYH","HGST HMS5C4040ALE640",235.083333333333,0,26,0,0,0
"276","PL1331LAGRA00H","HGST HMS5C4040ALE640",264.25,0,35,0,0,0
"277","PL1331LAGRA0LH","HGST HMS5C4040ALE640",290.5,0,27,0,0,0
"278","PL1331LAGRA21H","HGST HMS5C4040ALE640",286.333333333333,0,28,0,0,0
"279","PL1331LAGRA3JH","HGST HMS5C4040ALE640",262.291666666667,0,26,0,0,0
"280","PL1331LAGRA4MH","HGST HMS5C4040ALE640",262.291666666667,0,30,0,0,0
"281","PL1331LAGRA4XH","HGST HMS5C4040ALE640",293.208333333333,0,33,0,0,0
"282","PL1331LAGRA5AH","HGST HMS5C4040ALE640",293.333333333333,0,31,0,0,0
"283","PL1331LAGRA6ZH","HGST HMS5C4040ALE640",293.208333333333,0,33,0,0,0
"284","PL1331LAGRA74H","HGST HMS5C4040ALE640",262.333333333333,0,30,0,0,0
"285","PL1331LAGRA8RH","HGST HMS5C4040ALE640",262.291666666667,0,31,0,0,0
"286","PL1331LAGRA8WH","HGST HMS5C4040ALE640",297.291666666667,0,26,0,0,0
"287","PL1331LAGRA8XH","HGST HMS5C4040ALE640",263.416666666667,0,25,0,0,0
"288","PL1331LAGRA9EH","HGST HMS5C4040ALE640",262.333333333333,0,29,0,0,0
"289","PL1331LAGRA9VH","HGST HMS5C4040ALE640",263.25,0,30,0,0,0
"290","PL1331LAGRA9WH","HGST HMS5C4040ALE640",255.458333333333,0,35,0,0,0
"291","PL1331LAGRAA4H","HGST HMS5C4040ALE640",264.291666666667,0,33,0,0,0
"292","PL1331LAGRAD1H","HGST HMS5C4040ALE640",262.291666666667,0,30,0,0,0
"293","PL1331LAGRAGPH","HGST HMS5C4040ALE640",264.25,0,35,0,0,0
"294","PL1331LAGRAGRH","HGST HMS5C4040ALE640",262.25,0,32,0,0,0
"295","PL1331LAGRAHTH","HGST HMS5C4040ALE640",263.416666666667,0,25,0,0,0
"296","PL1331LAGRAHZH","HGST HMS5C4040ALE640",286.333333333333,0,29,0,0,0
"297","PL1331LAGRAJ2H","HGST HMS5C4040ALE640",262.333333333333,0,29,0,0,0
